Event ID,Event Date,Event Text,Story ID,City,District,Province,Latitude,Longitude,Year,municipality
37534934,2023-01-03,Demonstrate or rally,56612931,Samara,,Samarskaya Oblast',53.2001,50.15,2023,"Чернореченская улица, 67, Самара, 443013"
37571701,2022-10-18,Demonstrate or rally,56698583,,,North Ossetia,43.0,44.25,2022,"Государственный природный заказник Цейский, Алагирский район, Республика Северная Осетия — Алания"
37622281,2023-02-02,Demonstrate or rally,56805909,Volgograd,,Volgogradskaya Oblast',48.7194,44.5018,2023,"Черноморская улица, 42, Волгоград, 400012"
37634619,2023-02-08,Demonstrate or rally,56833395,Khabarovsk,Khabarovskiy Rayon,Khabarovskiy Kray,48.4827,135.084,2023,"парк Динамо, Хабаровск"
37640304,2023-02-10,Demonstrate or rally,56844966,Khabarovsk,Khabarovskiy Rayon,Khabarovskiy Kray,48.4827,135.084,2023,"парк Динамо, Хабаровск"
37634619,2023-02-08,Demonstrate or rally,56833395,Khabarovsk,Khabarovskiy Rayon,Khabarovskiy Kray,48.4827,135.084,2023,"парк Динамо, Хабаровск"
37640304,2023-02-10,Demonstrate or rally,56844966,Khabarovsk,Khabarovskiy Rayon,Khabarovskiy Kray,48.4827,135.084,2023,"парк Динамо, Хабаровск"
37710825,2023-03-12,Demonstrate or rally,56993240,Mechta,,Bryanskaya Oblast',52.33,34.5924,2023,"Игрицкое сельское поселение, Комаричский район, Брянская область"
37710826,2023-03-12,Demonstrate or rally,56993240,Mechta,,Bryanskaya Oblast',52.33,34.5924,2023,"Игрицкое сельское поселение, Комаричский район, Брянская область"
927042,1995-01-05,Demonstrate or rally,28237655,,,Chechenskaya Respublika,43.25,45.8333,1995,"село Бердыкель, городской округ Аргун, Чеченская Республика"
927061,1995-01-05,Demonstrate or rally,28238287,,,Chechenskaya Respublika,43.25,45.8333,1995,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2548052,1995-04-13,Demonstrate or rally,28215547,Nazran',,Respublika Ingushetiya,43.226,44.7732,1995,"Кавказская улица, 17, Назрань, Республика Ингушетия"
2548349,1995-06-17,Demonstrate or rally,28896884,Budennovsk,,Stavropol'skiy Kray,44.7839,44.1658,1995,"Будённовск, Ставропольский край"
969969,1995-06-20,Demonstrate or rally,28896914,Budennovsk,,Stavropol'skiy Kray,44.7839,44.1658,1995,"Будённовск, Ставропольский край"
2548422,1995-06-26,Demonstrate or rally,28898610,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
973714,1995-06-26,Demonstrate or rally,28898610,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2548502,1995-07-10,Demonstrate or rally,28194926,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2548689,1995-08-09,Demonstrate or rally,28179790,Zandak,,Chechenskaya Respublika,43.0571,46.4557,1995,"96К-042, Чеченская Республика"
2548690,1995-08-09,Demonstrate or rally,28179790,Zandak,,Chechenskaya Respublika,43.0571,46.4557,1995,"96К-042, Чеченская Республика"
2548775,1995-08-20,Demonstrate or rally,28171549,Palace Square,,Leningradskaya Oblast',59.9393,30.3154,1995,"Дворцовая площадь, Санкт-Петербург"
2548776,1995-08-20,Demonstrate or rally,28174672,Palace Square,,Leningradskaya Oblast',59.9393,30.3154,1995,"Дворцовая площадь, Санкт-Петербург"
2548904,1995-09-06,Demonstrate or rally,28854649,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2548905,1995-09-06,Demonstrate or rally,28854649,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2548912,1995-09-07,Demonstrate or rally,28850084,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2548919,1995-09-08,Demonstrate or rally,28852083,Shali,,Tatarstan,55.6835,49.6592,1995,"село Шали, Пестречинский район, Республика Татарстан (Татарстан)"
2549023,1995-09-23,Demonstrate or rally,28850269,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2549030,1995-09-24,Demonstrate or rally,28859099,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2549031,1995-09-24,Demonstrate or rally,28859099,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2549085,1995-10-02,Demonstrate or rally,28835523,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
1040556,1995-10-06,Demonstrate or rally,28837169,Novyy,,Tverskaya Oblast',57.2649,34.2266,1995,"посёлок Новый, Вышневолоцкий муниципальный округ, Тверская область"
2549277,1995-10-21,Demonstrate or rally,28835771,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
1053991,1995-10-26,Demonstrate or rally,33808331,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
1055097,1995-10-28,Demonstrate or rally,28836601,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
1056197,1995-10-30,Demonstrate or rally,28837483,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
1061030,1995-11-06,Demonstrate or rally,28821379,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2549462,1995-11-09,Demonstrate or rally,28821420,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1995,"Дворцовая площадь, Санкт-Петербург"
2549630,1995-11-27,Demonstrate or rally,28821624,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2549631,1995-11-27,Demonstrate or rally,28821624,,,Chechenskaya Respublika,43.25,45.8333,1995,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2549637,1995-11-28,Demonstrate or rally,28824612,Druzhba,,Ryazanskaya Oblast',54.4667,40.65,1995,"Выжелесское сельское поселение, Спасский район, Рязанская область"
2549638,1995-11-28,Demonstrate or rally,28824612,Druzhba,,Ryazanskaya Oblast',54.4667,40.65,1995,"Выжелесское сельское поселение, Спасский район, Рязанская область"
2549727,1995-12-11,Demonstrate or rally,29335361,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2549729,1995-12-11,Demonstrate or rally,29336632,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
1083715,1995-12-11,Demonstrate or rally,29336671,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
1083718,1995-12-11,Demonstrate or rally,29336672,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1995,"улица Дадин Айбики, Грозный, Чеченская Республика"
2549735,1995-12-12,Demonstrate or rally,28802351,,,Chechenskaya Respublika,43.25,45.8333,1995,"село Бердыкель, городской округ Аргун, Чеченская Республика"
1084034,1995-12-12,Demonstrate or rally,28803113,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2549748,1995-12-13,Demonstrate or rally,28803127,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1995,"Новоселицкий муниципальный округ, Ставропольский край"
2549752,1995-12-13,Demonstrate or rally,29335690,Tula,,Tul'skaya Oblast',54.1961,37.6182,1995,"улица Металлистов, Тула"
1104442,1996-01-16,Demonstrate or rally,28781458,Pervomayskoye,,Rostovskaya Oblast',46.3569,43.6067,1996,"село Первомайское, Ремонтненский район, Ростовская область"
2549985,1996-01-24,Demonstrate or rally,28782734,,,Dagestan,43.0,47.0,1996,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2549986,1996-01-24,Demonstrate or rally,28783987,,,Dagestan,43.0,47.0,1996,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2550084,1996-02-04,Demonstrate or rally,28755466,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550085,1996-02-04,Demonstrate or rally,28755466,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1117508,1996-02-05,Demonstrate or rally,28726298,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1117554,1996-02-05,Demonstrate or rally,28726943,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550091,1996-02-05,Demonstrate or rally,28727567,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550096,1996-02-05,Demonstrate or rally,28762372,Yubileynyy,,Perm Krai,58.7794,57.7822,1996,"улица Гастелло, посёлок Юбилейный, Губахинский муниципальный округ, Пермский край"
1118214,1996-02-05,Demonstrate or rally,28765712,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550099,1996-02-06,Demonstrate or rally,28726382,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550103,1996-02-06,Demonstrate or rally,28727020,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550110,1996-02-06,Demonstrate or rally,28762393,Nozhay-Yurt,,Chechenskaya Respublika,43.0929,46.3787,1996,"улица А.А. Кадырова, село Ножай-Юрт, Чеченская Республика"
1119383,1996-02-07,Demonstrate or rally,28727717,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1119396,1996-02-07,Demonstrate or rally,28727720,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1119797,1996-02-07,Demonstrate or rally,28762401,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2550121,1996-02-07,Demonstrate or rally,28762401,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2550135,1996-02-08,Demonstrate or rally,28761366,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2550136,1996-02-08,Demonstrate or rally,28761366,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
1120952,1996-02-08,Demonstrate or rally,28765929,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550138,1996-02-08,Demonstrate or rally,28765936,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1121143,1996-02-09,Demonstrate or rally,28727260,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1121230,1996-02-09,Demonstrate or rally,28727885,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550142,1996-02-09,Demonstrate or rally,28762437,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
1121878,1996-02-09,Demonstrate or rally,28766005,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550144,1996-02-10,Demonstrate or rally,28182795,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1122021,1996-02-10,Demonstrate or rally,28726687,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550145,1996-02-10,Demonstrate or rally,28726687,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1122039,1996-02-10,Demonstrate or rally,28726692,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
1122149,1996-02-10,Demonstrate or rally,28727934,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550147,1996-02-10,Demonstrate or rally,28727934,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
1122152,1996-02-10,Demonstrate or rally,28727938,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550156,1996-02-11,Demonstrate or rally,28727360,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550162,1996-02-12,Demonstrate or rally,28728198,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550174,1996-02-12,Demonstrate or rally,28759410,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2550175,1996-02-12,Demonstrate or rally,28761405,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2550176,1996-02-13,Demonstrate or rally,28728227,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2550188,1996-02-13,Demonstrate or rally,28761415,Yaroslavl,,Yaroslavskaya Oblast',57.6299,39.8737,1996,"улица Свердлова, 25В, Ярославль, 150040"
2550289,1996-02-24,Demonstrate or rally,28762771,Makhachkala,,Dagestan,42.9764,47.5024,1996,"улица Батырая, 32, Махачкала, Республика Дагестан"
2550306,1996-02-26,Demonstrate or rally,28762959,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2550418,1996-03-08,Demonstrate or rally,28741540,Urus-Martan,,Chechenskaya Respublika,43.1305,45.5379,1996,"Урус-Мартан, Чеченская Республика"
2550484,1996-03-13,Demonstrate or rally,28742567,Smolyaninovo,,Primorskiy Kray,43.288,132.456,1996,"Ленинская улица, 17, посёлок городского типа Смоляниново, Шкотовский муниципальный округ, Приморский край, 692830"
2550485,1996-03-13,Demonstrate or rally,28742567,Smolyaninovo,,Primorskiy Kray,43.288,132.456,1996,"Ленинская улица, 17, посёлок городского типа Смоляниново, Шкотовский муниципальный округ, Приморский край, 692830"
2550667,1996-03-30,Demonstrate or rally,29315695,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1996,"Дворцовая площадь, Санкт-Петербург"
2550668,1996-03-30,Demonstrate or rally,29315695,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1996,"Дворцовая площадь, Санкт-Петербург"
2550736,1996-04-08,Demonstrate or rally,28724458,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2550792,1996-04-16,Demonstrate or rally,28721065,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2550935,1996-05-03,Demonstrate or rally,28704339,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1996,"Дворцовая площадь, Санкт-Петербург"
2551227,1996-06-06,Demonstrate or rally,29300628,Argun,,Chechenskaya Respublika,43.2971,45.8745,1996,"Вишнёвая улица, Аргун, Чеченская Республика"
1207111,1996-06-08,Demonstrate or rally,29300115,Gudermes,,Chechenskaya Respublika,43.3507,46.1092,1996,"Гудермес, Чеченская Республика"
2551263,1996-06-10,Demonstrate or rally,29300136,Urus-Martan,,Chechenskaya Respublika,43.1305,45.5379,1996,"Урус-Мартан, Чеченская Республика"
2551309,1996-06-15,Demonstrate or rally,29292147,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2551316,1996-06-16,Demonstrate or rally,29273938,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2551422,1996-06-27,Demonstrate or rally,29300348,,,Dagestan,43.0,47.0,1996,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2551652,1996-07-26,Demonstrate or rally,28663288,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2551666,1996-07-27,Demonstrate or rally,28662493,Groznyy,,Chechenskaya Respublika,43.312,45.6889,1996,"улица Дадин Айбики, Грозный, Чеченская Республика"
2551681,1996-07-29,Demonstrate or rally,28646490,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2551887,1996-08-15,Demonstrate or rally,28640928,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2551933,1996-08-19,Demonstrate or rally,28639296,Alpatovo,,Chechenskaya Respublika,43.7028,45.2415,1996,"село Алпатово, Алпатовское сельское поселение, Наурский район, Чеченская Республика"
2551982,1996-08-22,Demonstrate or rally,28639335,,,Chechenskaya Respublika,43.25,45.8333,1996,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2551996,1996-08-24,Demonstrate or rally,28612141,Staryye Atagi,,Chechenskaya Respublika,43.1203,45.7406,1996,"село Старые-Атаги, Урус-Мартановский район, Чеченская Республика"
2552016,1996-08-26,Demonstrate or rally,28641869,Rostov,,Yaroslavskaya Oblast',57.1914,39.4139,1996,"Окружная улица, 51А, Ростов, Ярославская область, 152151"
2552039,1996-08-30,Demonstrate or rally,28608991,,,Dagestan,43.0,47.0,1996,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
1264989,1996-09-02,Demonstrate or rally,29248383,Khasavyurt,,Dagestan,43.2509,46.5877,1996,"Ростовская улица, 16, Хасавюрт, Республика Дагестан"
2552126,1996-09-09,Demonstrate or rally,29252107,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1996,"Новоселицкий муниципальный округ, Ставропольский край"
2552624,1996-11-08,Demonstrate or rally,28569877,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1996,"Дворцовая площадь, Санкт-Петербург"
2552629,1996-11-09,Demonstrate or rally,28571293,Ryazan',,Ryazanskaya Oblast',54.6269,39.6916,1996,"1-й Михайловский проезд, Михайловский район, Рязань"
2553211,1996-12-16,Demonstrate or rally,29239284,Bor,,Leningradskaya Oblast',59.5933,30.2803,1996,"деревня Бор, Гатчинский муниципальный округ, Ленинградская область"
2553622,1997-01-22,Demonstrate or rally,28584578,Borki,,Leningradskaya Oblast',60.5699,29.5386,1997,"41К-452, Ленинградская область"
2553660,1997-01-27,Demonstrate or rally,28583557,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1997,"Новоселицкий муниципальный округ, Ставропольский край"
2553774,1997-02-05,Demonstrate or rally,29189133,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1997,"Новоселицкий муниципальный округ, Ставропольский край"
2553775,1997-02-05,Demonstrate or rally,29189133,,,Chechenskaya Respublika,43.25,45.8333,1997,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2553977,1997-02-19,Demonstrate or rally,29189558,Vladivostok,,Primorskiy Kray,43.1056,131.874,1997,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2554390,1997-03-27,Demonstrate or rally,29174771,Vladivostok,,Primorskiy Kray,43.1056,131.874,1997,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2554395,1997-03-27,Demonstrate or rally,29177060,Vladivostok,,Primorskiy Kray,43.1056,131.874,1997,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2554403,1997-03-28,Demonstrate or rally,29168439,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1997,"Новоселицкий муниципальный округ, Ставропольский край"
2554404,1997-03-28,Demonstrate or rally,29168442,Komsomolsk-on-Amur,,Khabarovskiy Kray,50.5503,137.01,1997,"проспект Ленина, 19, Комсомольск-на-Амуре, Хабаровский край, 681013"
2554411,1997-03-28,Demonstrate or rally,29181857,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1997,"Дворцовая площадь, Санкт-Петербург"
2554414,1997-03-28,Demonstrate or rally,29181927,Vladivostok,,Primorskiy Kray,43.1056,131.874,1997,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2554443,1997-03-31,Demonstrate or rally,29167652,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1997,"Дворцовая площадь, Санкт-Петербург"
2554453,1997-03-31,Demonstrate or rally,29205292,Novosibirsk,Novosibirskiy Rayon,Novosibirskaya Oblast',55.0415,82.9346,1997,"улица Ольги Жилиной, 60, Новосибирск, 630005"
2554457,1997-04-01,Demonstrate or rally,29150098,Alma-Ata,,Tatarstan,54.6443,53.1445,1997,"деревня Алма-Ата, Ютазинское сельское поселение, Республика Татарстан (Татарстан)"
2554541,1997-04-10,Demonstrate or rally,29155444,Sochi,Sochi City,Krasnodarskiy Kray,43.5992,39.7257,1997,"улица Чайковского, 23/1, микрорайон Гагарина, Сочи, Краснодарский край, 354065"
2554544,1997-04-11,Demonstrate or rally,29150218,,,Dagestan,43.0,47.0,1997,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2554747,1997-05-02,Demonstrate or rally,29145015,Donetsk,,Rostovskaya Oblast',48.3337,39.9478,1997,"проспект Ленина, 19А, Донецк, Ростовская область, 346330"
2554759,1997-05-03,Demonstrate or rally,29144242,Chelyabinsk,Gorod Chelyabinsk,Chelyabinskaya Oblast',55.154,61.4291,1997,"Ленинский район, городской округ Челябинск"
2554899,1997-05-21,Demonstrate or rally,29142813,Anzhero-Sudzhensk,,Kemerovskaya Oblast',56.081,86.0285,1997,"улица Красная Горка, Анжеро-Судженск, Кемеровская область - Кузбасс"
2555811,1997-09-01,Demonstrate or rally,29684448,Donetsk,,Rostovskaya Oblast',48.3337,39.9478,1997,"проспект Ленина, 19А, Донецк, Ростовская область, 346330"
2555934,1997-09-17,Demonstrate or rally,29681768,Orel,,Orlovskaya Oblast',52.9651,36.0785,1997,"улица Фомина, 23, Орёл, 302030"
1549754,1997-10-10,Demonstrate or rally,29050482,Mytishchi,,Ivanovskaya Oblast',57.0827,40.2308,1997,"24Н-279, Ивановская область"
2556169,1997-10-10,Demonstrate or rally,29050482,Mytishchi,,Ivanovskaya Oblast',57.0827,40.2308,1997,"24Н-279, Ивановская область"
2556509,1997-11-08,Demonstrate or rally,29658603,Tyumen,,Tyumenskaya Oblast',57.1522,65.5272,1997,"улица Крупской, 21, Тюмень, 625003"
1573659,1997-11-10,Demonstrate or rally,29660540,,,Dagestan,43.0,47.0,1997,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2556531,1997-11-11,Demonstrate or rally,29656766,Alma-Ata,,Tatarstan,54.6443,53.1445,1997,"деревня Алма-Ата, Ютазинское сельское поселение, Республика Татарстан (Татарстан)"
2556709,1997-12-06,Demonstrate or rally,29606685,Dariali,,Respublika Ingushetiya,42.8169,44.6833,1997,"сельское поселение Джейрах, Республика Ингушетия"
2557395,1998-02-25,Demonstrate or rally,29017257,,,Respublika Altay,51.0,87.0,1998,"Онгудайский район, Республика Алтай"
2558042,1998-04-10,Demonstrate or rally,29002714,St. Petersburg,,Sankt-Peterburg,59.9386,30.3141,1998,"Дворцовая площадь, Санкт-Петербург"
1698416,1998-04-16,Demonstrate or rally,28989384,Yekaterinburg,,Sverdlovskaya Oblast',56.8519,60.6122,1998,"жилой комплекс Екатерининский Парк, жилой район Центральный, Екатеринбург, Свердловская область"
1699461,1998-04-17,Demonstrate or rally,28987733,Yekaterinburg,,Sverdlovskaya Oblast',56.8519,60.6122,1998,"жилой комплекс Екатерининский Парк, жилой район Центральный, Екатеринбург, Свердловская область"
2558374,1998-05-02,Demonstrate or rally,29564721,Tverskaya,,Tverskaya Oblast',56.6251,33.2402,1998,"Селижаровский муниципальный округ, Тверская область"
2558431,1998-05-07,Demonstrate or rally,29510452,Yekaterinburg,,Sverdlovskaya Oblast',56.8519,60.6122,1998,"жилой комплекс Екатерининский Парк, жилой район Центральный, Екатеринбург, Свердловская область"
2558451,1998-05-08,Demonstrate or rally,29526645,,,Respublika Buryatiya,53.0,109.0,1998,"сельское поселение Туркинское, Прибайкальский район, Республика Бурятия"
2558458,1998-05-08,Demonstrate or rally,29564761,,,Respublika Buryatiya,53.0,109.0,1998,"сельское поселение Туркинское, Прибайкальский район, Республика Бурятия"
2558528,1998-05-13,Demonstrate or rally,29530482,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1998,"Новоселицкий муниципальный округ, Ставропольский край"
2558621,1998-05-19,Demonstrate or rally,29564859,,,Dagestan,43.0,47.0,1998,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2558642,1998-05-20,Demonstrate or rally,29536325,Tomsk,Tomskiy Rayon,Tomskaya Oblast',56.4977,84.9744,1998,"Партизанская улица, 10, микрорайон Телецентр, Томск, 634003"
1735204,1998-05-22,Demonstrate or rally,29534033,,,Chechenskaya Respublika,43.25,45.8333,1998,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2558696,1998-05-25,Demonstrate or rally,29533597,,,Dagestan,43.0,47.0,1998,"сельсовет Ишкартынский, Буйнакский район, Республика Дагестан"
2558699,1998-05-25,Demonstrate or rally,29535810,,,Chechenskaya Respublika,43.25,45.8333,1998,"село Бердыкель, городской округ Аргун, Чеченская Республика"
2558791,1998-06-02,Demonstrate or rally,29496072,Bashkortostan,,Bashkortostan,56.2444,56.2518,1998,"деревня Башкортостан, Казанчинский сельсовет, Аскинский район, Республика Башкортостан"
1755557,1998-06-13,Demonstrate or rally,29523390,Nazran',,Respublika Ingushetiya,43.226,44.7732,1998,"Кавказская улица, 17, Назрань, Республика Ингушетия"
2558897,1998-06-13,Demonstrate or rally,29524882,Vladivostok,,Primorskiy Kray,43.1056,131.874,1998,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2558987,1998-06-23,Demonstrate or rally,29523472,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1998,"Новоселицкий муниципальный округ, Ставропольский край"
1764585,1998-06-23,Demonstrate or rally,29523472,Groznyy,,Stavropol'skiy Kray,44.8275,43.2192,1998,"Новоселицкий муниципальный округ, Ставропольский край"
2559011,1998-06-26,Demonstrate or rally,29487973,Vladivostok,,Primorskiy Kray,43.1056,131.874,1998,"Верхнепортовая улица, 30, Владивосток, Приморский край, 690003"
2559017,1998-06-26,Demonstrate or rally,29499014,Nefteyugansk,,Khanty-Mansiyskiy Avtonomnyy Okrug,61.0998,72.6035,1998,"Парковая улица, Нефтеюганск, Ханты-Мансийский автономный округ — Югра"
2559025,1998-06-27,Demonstrate or rally,29494459,Nefteyugansk,,Khanty-Mansiyskiy Avtonomnyy Okrug,61.0998,72.6035,1998,"Парковая улица, Нефтеюганск, Ханты-Мансийский автономный округ — Югра"
2559103,1998-07-06,Demonstrate or rally,28982416,Anzhero-Sudzhensk,,Kemerovskaya Oblast',56.081,86.0285,1998,"улица Красная Горка, Анжеро-Судженск, Кемеровская область - Кузбасс"
