Date,region_name,municipality,# protesters,# apprehended,Repertoire,Repertoire2,Duration,Pol,Econ,Social,Cultur,Legal,Environ,Civic,Civic+,Suppression,Pre-Emptive Suppression,PartyOrg,PartyOrgName,OtherPartyName,Notes,Latitude,Longitude
2007-04-23 00:00:00,Ростовская,Ростов,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,47.222109,39.718813
2007-04-23 00:00:00,Ульяновская,Ульяновск,20,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,54.314192,48.403132
2007-04-23 00:00:00,Сахалинская,Якутск,300,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,62.027221,129.732178
2007-04-23 00:00:00,Самарская,Самара,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-04-24 00:00:00,Самарская,Самара,10,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,53.2001,50.15
2007-04-25 00:00:00,Санкт-Петербург,Санкт-Петербург,10,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,59.938784,30.314997
2007-04-25 00:00:00,Оренбургская,Оренбург,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,51.7727,55.0988
2007-04-26 00:00:00,Мурманская,Мурманск,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,68.9792,33.0925
2007-04-26 00:00:00,Санкт-Петербург,Санкт-Петербург,20,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,59.938784,30.314997
2007-04-26 00:00:00,Камчатский,Петропавловск-Камчатский,100,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,53.0444,158.651
2007-04-27 00:00:00,Волгоградская,Волгоград,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,48.7194,44.5018
2007-04-27 00:00:00,Приморский,Владивосток,200,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,43.1056,131.874
2007-04-27 00:00:00,Брянская,Брянск,40,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53.2521,34.3717
2007-04-28 00:00:00,Самарская,Самара,200,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-04-28 00:00:00,Сахалинская,Якутск,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,62.027221,129.732178
2007-04-29 00:00:00,Самарская,Самара,100,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-05-01 00:00:00,Ульяновская,Ульяновск,400,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,54.314192,48.403132
2007-05-01 00:00:00,Мордовия,Саранск,300,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.1838,45.1749
2007-05-01 00:00:00,Ульяновская,Ульяновск,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.314192,48.403132
2007-05-01 00:00:00,Забайкальский,Чита,1000,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,52.033635,113.501049
2007-05-02 00:00:00,Нижегородская,Нижний Новгород,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,56.326797,44.006516
2007-05-02 00:00:00,Удмуртская,Ижевск,3000,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,56.8498,53.2045
2007-05-02 00:00:00,Тюменская,Тюмень,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.1522,65.5272
2007-05-03 00:00:00,Пермский,Пермь,200,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.2628,56.8445
2007-05-03 00:00:00,Ростовская,Ростов,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,47.222109,39.718813
2007-05-04 00:00:00,Брянская,Брянск,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,53.2521,34.3717
2007-05-08 00:00:00,Архангельская,Архангельск,10000,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,64.5401,40.5433
2007-05-08 00:00:00,Сахалинская,Якутск,500,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,62.027221,129.732178
2007-05-08 00:00:00,Владимирская,Владимир,15,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.1366,40.3966
2007-05-10 00:00:00,Нижегородская,Нижний Новгород,70,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,56.326797,44.006516
2007-05-10 00:00:00,Ульяновская,Ульяновск,33,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,54.314192,48.403132
2007-05-11 00:00:00,Ростовская,Ростов,2000,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,47.222109,39.718813
2007-05-14 00:00:00,Московская,Московская область,60,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,55.431757,37.544261
2007-05-15 00:00:00,Алтай,Барнаул,5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,53.346785,83.776856
2007-05-15 00:00:00,Башкортостан,Уфа,10,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,54.7852,56.0456
2007-05-16 00:00:00,Волгоградская,Волгоград,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,48.7194,44.5018
2007-05-16 00:00:00,Московская,Московская область,500,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,55.431757,37.544261
2007-05-17 00:00:00,Свердловская,Екатеринбург,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,56.8519,60.6122
2007-05-18 00:00:00,Владимирская,Владимир,30,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,56.1366,40.3966
2007-05-18 00:00:00,Курганская,Курган,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,55.441004,65.341118
2007-05-18 00:00:00,Самарская,Самара,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,53.2001,50.15
2007-05-19 00:00:00,Челябинская,Челябинск,150,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,55.154,61.4291
2007-05-20 00:00:00,Санкт-Петербург,Санкт-Петербург,200,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,59.938784,30.314997
2007-05-21 00:00:00,Ульяновская,Ульяновск,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,54.314192,48.403132
2007-05-21 00:00:00,Тамбовская,Тамбов,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,52.7317,41.4433
2007-05-23 00:00:00,Краснодарский,Краснодар,50,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,45.0448,38.976
2007-05-23 00:00:00,Кабардино-Балкарская,Нальчик,100,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,43.5017,43.5572
2007-05-23 00:00:00,Краснодарский,Краснодар,14,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,45.0448,38.976
2007-05-23 00:00:00,Приморский,Владивосток,70,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,43.1056,131.874
2007-05-24 00:00:00,Приморский,Владивосток,300,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,43.1056,131.874
2007-05-24 00:00:00,Воронежская,Воронеж,200,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,51.672,39.1843
2007-05-25 00:00:00,Свердловская,Екатеринбург,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,56.8519,60.6122
2007-05-25 00:00:00,Удмуртская,Ижевск,500,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,56.8498,53.2045
2007-05-25 00:00:00,Псковская,Псков,100,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,57.8136,28.3496
2007-05-26 00:00:00,Краснодарский,Красноярск,100,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,56.010543,92.852581
2007-05-30 00:00:00,Ростовская,Ростов,10,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,47.222109,39.718813
2007-05-31 00:00:00,Рязанская,Рязань,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,54.6269,39.6916
2007-05-31 00:00:00,Томская,Томск,150,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,56.484645,84.947649
2007-05-31 00:00:00,Астраханская,Астрахань,3000,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,47.0,48.0
2007-05-31 00:00:00,Рязанская,Рязань,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.6269,39.6916
2007-05-31 00:00:00,Свердловская,Екатеринбург,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.8519,60.6122
2007-06-01 00:00:00,Самарская,Самара,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-06-01 00:00:00,Калининградская,Калининград,500,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.7065,20.511
2007-06-01 00:00:00,Свердловская,Екатеринбург,2000,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.8519,60.6122
2007-06-03 00:00:00,Ростовская,Ростов,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,47.222109,39.718813
2007-06-03 00:00:00,Московская,Пушкино,200,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,56.011318,37.847164
2007-06-04 00:00:00,Новосибирская,Новосибирск,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,55.030204,82.92043
2007-06-04 00:00:00,Томская,Томск,51,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,56.484645,84.947649
2007-06-05 00:00:00,Дагестан,Махачкала,300,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,42.9764,47.5024
2007-06-05 00:00:00,Ставропольский,Ставрополь,1000,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45.043317,41.96911
2007-06-06 00:00:00,Кировская,Киров,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.603595,49.668023
2007-06-06 00:00:00,Свердловская,Екатеринбург,0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.8519,60.6122
2007-06-07 00:00:00,Самарская,Самара,50,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-06-07 00:00:00,Алтай,Барнаул,1000,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,53.346785,83.776856
2007-06-09 00:00:00,Волгоградская,Волгоград,300,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,48.7194,44.5018
2007-06-14 00:00:00,Калининградская,Калининград,20,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.7065,20.511
2007-06-18 00:00:00,Самарская,Самара,200,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53.2001,50.15
2007-06-19 00:00:00,Ставропольский,Ставрополь,200,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,45.043317,41.96911
